"","Dispatching_base_num","numOutput","year","month","day","hour","Borough","Zone","ZipCode","Date","TemperatureF","Preci","Events"
"5810","B02598",424,2015,3,4,6,"Manhattan","Lower East Side","10002","2015/3/4 6:51",36,"0.01",""
"5811","B02598",1825,2015,3,4,7,"Manhattan","Upper West Side North","10024","2015/3/4 7:30",37,"0.01",""
"5812","B02598",535,2015,3,4,8,"Manhattan","Murray Hill","10016","2015/3/4 8:51",37.9,"0",""
"5813","B02598",1584,2015,3,4,9,"Queens","LaGuardia Airport","11371","2015/3/4 9:51",42.1,"0.01",""
"5814","B02598",364,2015,3,4,10,"Manhattan","Upper East Side North","10075","2015/3/4 10:51",42.1,"N/A",""
"5815","B02598",271,2015,3,4,11,"Manhattan","Financial District North","10005","2015/3/4 11:51",43,"N/A",""
"5816","B02598",264,2015,3,4,12,"Manhattan","Flatiron","10010","2015/3/4 12:51",44.1,"N/A",""
"5817","B02598",232,2015,3,4,13,"Manhattan","Union Sq","10003","2015/3/4 13:51",45,"N/A",""
"5818","B02598",310,2015,3,4,14,"Bronx","Riverdale/North Riverdale/Fieldston","10471","2015/3/4 14:51",45,"N/A",""
"5819","B02598",364,2015,3,4,15,"Bronx","Melrose South","10455","2015/3/4 15:51",44.1,"N/A",""
"5820","B02598",410,2015,3,4,16,"Manhattan","Battery Park City","10080","2015/3/4 16:51",43,"N/A",""
"5821","B02598",521,2015,3,4,17,"Manhattan","Battery Park City","10080","2015/3/4 17:51",43,"N/A",""
"5822","B02598",671,2015,3,4,18,"Manhattan","Lincoln Square East","10023","2015/3/4 18:51",43,"0",""
"5823","B02598",621,2015,3,4,19,"Manhattan","East Harlem South","10029","2015/3/4 19:51",43,"N/A",""
"5824","B02598",596,2015,3,4,20,"Manhattan","East Village","10009","2015/3/4 20:51",42.1,"0.02","Rain"
"5825","B02598",1881,2015,3,4,21,"Manhattan","East Chelsea","10011","2015/3/4 21:51",42.1,"0.07","Rain"
"5826","B02598",554,2015,3,4,22,"Manhattan","Penn Station/Madison Sq West","10001","2015/3/4 22:51",41,"0.05","Rain"
"5827","B02598",1158,2015,3,4,23,"Manhattan","Midtown North","10036","2015/3/4 23:27",41,"0.05","Rain"
"5828","B02598",228,2015,3,5,0,"Manhattan","TriBeCa/Civic Center","11201","2015/3/5 0:51",39,"0.06","Rain"
"5829","B02598",118,2015,3,5,1,"Manhattan","TriBeCa/Civic Center","11201","2015/3/5 1:51",37.9,"0.04","Rain"
"5830","B02598",208,2015,3,5,2,"Manhattan","Clinton East","10019","2015/3/5 2:19",37.9,"0.02","Rain"
"5831","B02598",74,2015,3,5,3,"Queens","Steinway","11105","2015/3/5 3:27",34,"0.04","Snow"
"5832","B02598",192,2015,3,5,4,"Brooklyn","Kensington","11218","2015/3/5 4:51",32,"0.02","Snow"
"5833","B02598",288,2015,3,5,5,"Manhattan","Alphabet City","10009","2015/3/5 5:51",32,"0.02","Snow"
"5834","B02598",1050,2015,3,5,6,"Manhattan","Gramercy","10017","2015/3/5 6:28",32,"0","Snow"
"5835","B02598",474,2015,3,5,7,"Manhattan","Lincoln Square East","10023","2015/3/5 7:51",30.9,"0.05","Fog-Snow"
"5836","B02598",1887,2015,3,5,8,"Manhattan","Lenox Hill West","10065","2015/3/5 8:10",30.9,"0.02","Fog-Snow"
"5837","B02598",2328,2015,3,5,9,"Manhattan","Times Sq/Theatre District","10036","2015/3/5 9:35",27,"0.05","Fog-Snow"
"5838","B02598",868,2015,3,5,10,"Manhattan","East Chelsea","10011","2015/3/5 10:51",26.1,"0.08","Fog-Snow"
"5839","B02598",1077,2015,3,5,11,"Manhattan","Lincoln Square West","10023","2015/3/5 11:14",25,"0.03","Fog-Snow"
"5840","B02598",718,2015,3,5,12,"Manhattan","Murray Hill","10016","2015/3/5 12:12",21.9,"0.03","Fog-Snow"
"5841","B02598",710,2015,3,5,13,"Brooklyn","Williamsburg (South Side)","11211","2015/3/5 13:51",19.9,"0.04","Fog-Snow"
"5842","B02598",1552,2015,3,5,14,"Manhattan","Greenwich Village North","10014","2015/3/5 14:51",21.9,"0.01",""
"5843","B02598",1088,2015,3,5,15,"Manhattan","Lincoln Square West","10023","2015/3/5 15:33",21,"0.01","Snow"
"5844","B02598",950,2015,3,5,16,"Manhattan","Garment District","10018","2015/3/5 16:51",19.9,"0.03","Fog-Snow"
"5845","B02598",1274,2015,3,5,17,"Brooklyn","Crown Heights South","11213","2015/3/5 17:51",19.9,"0.01","Snow"
"5846","B02598",1444,2015,3,5,18,"Manhattan","Upper West Side South","10024","2015/3/5 18:51",21,"0",""
"5847","B02598",679,2015,3,5,19,"Brooklyn","Fort Greene","11205","2015/3/5 19:51",21,"N/A",""
"5848","B02598",558,2015,3,5,20,"Manhattan","Times Sq/Theatre District","10036","2015/3/5 20:51",21,"N/A",""
"5849","B02598",585,2015,3,5,21,"Manhattan","Midtown South","10036","2015/3/5 21:51",21,"N/A",""
"5850","B02598",555,2015,3,5,22,"Manhattan","Meatpacking/West Village West","10013","2015/3/5 22:51",19.9,"N/A",""
"5851","B02598",508,2015,3,5,23,"Manhattan","Union Sq","10003","2015/3/5 23:51",19,"N/A",""
"5852","B02598",676,2015,3,6,0,"Manhattan","Union Sq","10003","2015/3/6 0:16",18,"N/A",""
"5853","B02598",159,2015,3,6,1,"Manhattan","Penn Station/Madison Sq West","10001","2015/3/6 1:51",15.1,"N/A",""
"5854","B02598",104,2015,3,6,2,"Manhattan","Penn Station/Madison Sq West","10001","2015/3/6 2:51",14,"N/A",""
"5855","B02598",73,2015,3,6,3,"Manhattan","East Village","10009","2015/3/6 3:51",14,"N/A",""
"5856","B02598",83,2015,3,6,4,"Brooklyn","Bushwick South","11221","2015/3/6 4:51",12.9,"N/A",""
"5857","B02598",100,2015,3,6,5,"Manhattan","Lenox Hill West","10065","2015/3/6 5:51",12.9,"N/A",""
"5858","B02598",201,2015,3,6,6,"Queens","JFK Airport","11430","2015/3/6 6:51",12.9,"N/A",""
"5859","B02598",323,2015,3,6,7,"Manhattan","Lower East Side","10002","2015/3/6 7:51",14,"N/A",""
"5860","B02598",491,2015,3,6,8,"Manhattan","Alphabet City","10009","2015/3/6 8:51",16,"N/A",""
"5861","B02598",476,2015,3,6,9,"Manhattan","Upper West Side South","10024","2015/3/6 9:51",18,"N/A",""
"5862","B02598",398,2015,3,6,10,"Manhattan","Manhattan Valley","10025","2015/3/6 10:51",19.9,"N/A",""
"5863","B02598",335,2015,3,6,11,"Brooklyn","Stuyvesant Heights","11221","2015/3/6 11:51",24.1,"N/A",""
"5864","B02598",326,2015,3,6,12,"Manhattan","Flatiron","10010","2015/3/6 12:51",23,"N/A",""
"5865","B02598",339,2015,3,6,13,"Manhattan","Union Sq","10003","2015/3/6 13:51",24.1,"N/A",""
"5866","B02598",388,2015,3,6,14,"Manhattan","East Chelsea","10011","2015/3/6 14:51",25,"N/A",""
"5867","B02598",384,2015,3,6,15,"Manhattan","Lower East Side","10002","2015/3/6 15:51",26.6,"N/A",""
"5868","B02598",472,2015,3,6,16,"Manhattan","Union Sq","10003","2015/3/6 16:51",26.1,"N/A",""
"5869","B02598",585,2015,3,6,17,"Manhattan","Meatpacking/West Village West","10013","2015/3/6 17:51",25,"N/A",""
"5870","B02598",715,2015,3,6,18,"Manhattan","Morningside Heights","10027","2015/3/6 18:51",24.1,"N/A",""
"5871","B02598",772,2015,3,6,19,"Manhattan","Flatiron","10010","2015/3/6 19:51",23,"N/A",""
"5872","B02598",797,2015,3,6,20,"Manhattan","Yorkville West","10028","2015/3/6 20:51",23,"N/A",""
"5873","B02598",701,2015,3,6,21,"Manhattan","Central Harlem North","10035","2015/3/6 21:51",21.9,"N/A",""
"5874","B02598",687,2015,3,6,22,"Manhattan","Lower East Side","10002","2015/3/6 22:51",21.9,"N/A",""
"5875","B02598",689,2015,3,6,23,"Manhattan","Little Italy/NoLiTa","10012","2015/3/6 23:51",21,"N/A",""
"5876","B02598",573,2015,3,7,0,"Bronx","Crotona Park East","10460","2015/3/7 0:51",19.9,"N/A",""
"5877","B02598",380,2015,3,7,1,"Manhattan","UN/Turtle Bay South","10017","2015/3/7 1:51",19.9,"N/A",""
"5878","B02598",248,2015,3,7,2,"Manhattan","West Village","10014","2015/3/7 2:51",19.9,"N/A",""
"5879","B02598",151,2015,3,7,3,"Brooklyn","Cobble Hill","11201","2015/3/7 3:51",19,"N/A",""
"5880","B02598",123,2015,3,7,4,"Manhattan","TriBeCa/Civic Center","11201","2015/3/7 4:51",19,"N/A",""
"5881","B02598",88,2015,3,7,5,"Queens","Astoria","11102","2015/3/7 5:51",18,"N/A",""
"5882","B02598",96,2015,3,7,6,"Manhattan","Gramercy","10017","2015/3/7 6:51",18,"N/A",""
"5883","B02598",118,2015,3,7,7,"Manhattan","Union Sq","10003","2015/3/7 7:51",19.9,"N/A",""
"5884","B02598",157,2015,3,7,8,"Manhattan","Battery Park City","10080","2015/3/7 8:51",23,"N/A",""
"5885","B02598",210,2015,3,7,9,"Brooklyn","Bedford","11216","2015/3/7 9:51",24.1,"N/A",""
"5886","B02598",264,2015,3,7,10,"Manhattan","Central Harlem North","10035","2015/3/7 10:51",28,"N/A",""
"5887","B02598",291,2015,3,7,11,"Manhattan","Gramercy","10017","2015/3/7 11:51",32,"N/A",""
"5888","B02598",394,2015,3,7,12,"Queens","LaGuardia Airport","11371","2015/3/7 12:51",33.1,"N/A",""
"5889","B02598",370,2015,3,7,13,"Manhattan","Lower East Side","10002","2015/3/7 13:51",35.1,"N/A",""
"5890","B02598",377,2015,3,7,14,"Manhattan","Flatiron","10010","2015/3/7 14:51",36,"N/A",""
"5891","B02598",387,2015,3,7,15,"Manhattan","Upper West Side South","10024","2015/3/7 15:51",37,"N/A",""
"5892","B02598",449,2015,3,7,16,"Manhattan","Midtown Center","10176","2015/3/7 16:51",37.9,"N/A",""
"5893","B02598",506,2015,3,7,17,"Manhattan","West Village","10014","2015/3/7 17:51",37,"N/A",""
"5894","B02598",581,2015,3,7,18,"Brooklyn","Stuyvesant Heights","11221","2015/3/7 18:51",37.9,"N/A",""
"5895","B02598",676,2015,3,7,19,"Manhattan","Midtown East","10022","2015/3/7 19:51",37,"N/A",""
"5896","B02598",580,2015,3,7,20,"Manhattan","Clinton West","10019","2015/3/7 20:51",37.9,"N/A",""
"5897","B02598",560,2015,3,7,21,"Manhattan","Lower East Side","10002","2015/3/7 21:51",37.9,"N/A",""
"5898","B02598",663,2015,3,7,22,"Manhattan","East Village","10009","2015/3/7 22:51",37.9,"N/A",""
"5899","B02598",637,2015,3,7,23,"Manhattan","Union Sq","10003","2015/3/7 23:51",37.9,"N/A",""
"5900","B02598",610,2015,3,8,0,"Brooklyn","Williamsburg (North Side)","11249","2015/3/8 0:51",39.9,"N/A",""
"5901","B02598",432,2015,3,8,1,"Manhattan","Midtown South","10036","2015/3/8 1:51",37.9,"N/A",""
"5902","B02598",346,2015,3,8,3,"Manhattan","East Village","10009","2015/3/8 3:51",39,"N/A",""
"5903","B02598",277,2015,3,8,4,"Queens","Rego Park","11374","2015/3/8 4:51",39.9,"N/A",""
"5904","B02598",137,2015,3,8,5,"Manhattan","Lincoln Square West","10023","2015/3/8 5:51",37.9,"N/A",""
"5905","B02598",97,2015,3,8,6,"Manhattan","Stuy Town/Peter Cooper Village","10009","2015/3/8 6:51",37.9,"N/A",""
"5906","B02598",76,2015,3,8,7,"Manhattan","East Village","10009","2015/3/8 7:51",39,"N/A",""
"5907","B02598",108,2015,3,8,8,"Brooklyn","Flatbush/Ditmas Park","11226","2015/3/8 8:51",41,"N/A",""
"5908","B02598",150,2015,3,8,9,"Manhattan","East Chelsea","10011","2015/3/8 9:51",43,"N/A",""
"5909","B02598",200,2015,3,8,10,"Manhattan","East Village","10009","2015/3/8 10:51",48.9,"N/A",""
"5910","B02598",277,2015,3,8,11,"Queens","Astoria","11102","2015/3/8 11:51",48,"N/A",""
"5911","B02598",346,2015,3,8,12,"Manhattan","Battery Park City","10080","2015/3/8 12:51",42.1,"N/A",""
"5912","B02598",337,2015,3,8,13,"Manhattan","Times Sq/Theatre District","10036","2015/3/8 13:51",44.1,"N/A",""
"5913","B02598",375,2015,3,8,14,"Brooklyn","Fort Greene","11205","2015/3/8 14:51",46,"N/A",""
"5914","B02598",368,2015,3,8,15,"Manhattan","Greenwich Village South","10014","2015/3/8 15:51",45,"N/A",""
"5915","B02598",396,2015,3,8,16,"Manhattan","Upper West Side North","10024","2015/3/8 16:51",46,"N/A",""
"5916","B02598",394,2015,3,8,17,"Brooklyn","Crown Heights North","11213","2015/3/8 17:51",46,"N/A",""
"5917","B02598",363,2015,3,8,18,"Manhattan","Times Sq/Theatre District","10036","2015/3/8 18:51",45,"N/A",""
"5918","B02598",337,2015,3,8,19,"Manhattan","Gramercy","10017","2015/3/8 19:51",45,"N/A",""
"5919","B02598",309,2015,3,8,20,"Manhattan","Clinton West","10019","2015/3/8 20:51",44.1,"N/A",""
"5920","B02598",296,2015,3,8,21,"Queens","Astoria","11102","2015/3/8 21:51",44.1,"N/A",""
"5921","B02598",289,2015,3,8,22,"Manhattan","East Chelsea","10011","2015/3/8 22:51",43,"N/A",""
"5922","B02598",448,2015,3,8,23,"Queens","JFK Airport","11430","2015/3/8 23:51",42.1,"N/A",""
"5923","B02598",151,2015,3,9,0,"Bronx","Pelham Parkway","10462","2015/3/9 0:51",41,"N/A",""
"5924","B02598",81,2015,3,9,1,"Queens","JFK Airport","11430","2015/3/9 1:51",41,"N/A",""
"5925","B02598",44,2015,3,9,2,"Brooklyn","Williamsburg (South Side)","11211","2015/3/9 2:51",42.1,"N/A",""
"5926","B02598",47,2015,3,9,3,"Manhattan","Lincoln Square East","10023","2015/3/9 3:51",42.1,"N/A",""
"5927","B02598",79,2015,3,9,4,"Brooklyn","Clinton Hill","11238","2015/3/9 4:51",42.1,"N/A",""
"5928","B02598",109,2015,3,9,5,"Manhattan","Manhattan Valley","10025","2015/3/9 5:51",43,"0","Rain"
"5929","B02598",213,2015,3,9,6,"Manhattan","Upper West Side North","10024","2015/3/9 6:51",42.1,"0.01",""
"5930","B02598",317,2015,3,9,7,"Manhattan","TriBeCa/Civic Center","11201","2015/3/9 7:51",44.1,"N/A",""
"5931","B02598",403,2015,3,9,8,"Manhattan","Lenox Hill West","10065","2015/3/9 8:51",45,"N/A",""
"5932","B02598",419,2015,3,9,9,"Manhattan","Upper East Side North","10075","2015/3/9 9:51",46.9,"N/A",""
"5933","B02598",295,2015,3,9,10,"Manhattan","Upper East Side South","10075","2015/3/9 10:51",48.9,"N/A",""
"5934","B02598",217,2015,3,9,11,"Manhattan","Times Sq/Theatre District","10036","2015/3/9 11:51",51.1,"N/A",""
"5935","B02598",206,2015,3,9,12,"Manhattan","Midtown Center","10176","2015/3/9 12:51",52,"N/A",""
"5936","B02598",189,2015,3,9,13,"Manhattan","Upper East Side North","10075","2015/3/9 13:51",52,"N/A",""
"5937","B02598",237,2015,3,9,14,"Manhattan","Upper West Side North","10024","2015/3/9 14:51",53.6,"N/A",""
"5938","B02598",291,2015,3,9,15,"Manhattan","East Chelsea","10011","2015/3/9 15:51",54,"N/A",""
"5939","B02598",326,2015,3,9,16,"Manhattan","Flatiron","10010","2015/3/9 16:51",54,"N/A",""
"5940","B02598",339,2015,3,9,17,"Manhattan","Midtown North","10036","2015/3/9 17:51",53.1,"N/A",""
"5941","B02598",442,2015,3,9,18,"Queens","Old Astoria","11378","2015/3/9 18:51",52,"N/A",""
"5942","B02598",436,2015,3,9,19,"Queens","Flushing","11354","2015/3/9 19:51",48.9,"N/A",""
"5943","B02598",369,2015,3,9,20,"Manhattan","Times Sq/Theatre District","10036","2015/3/9 20:51",48.9,"N/A",""
"5944","B02598",359,2015,3,9,21,"Manhattan","Midtown East","10022","2015/3/9 21:51",48.9,"N/A",""
"5945","B02598",353,2015,3,9,22,"Queens","LaGuardia Airport","11371","2015/3/9 22:51",48,"N/A",""
"5946","B02598",291,2015,3,9,23,"Queens","Woodhaven","11421","2015/3/9 23:51",46,"N/A",""
"5947","B02598",146,2015,3,10,0,"Queens","JFK Airport","11430","2015/3/10 0:51",46.9,"N/A",""
"5948","B02598",80,2015,3,10,1,"Manhattan","Financial District South","10005","2015/3/10 1:51",46,"N/A",""
"5949","B02598",55,2015,3,10,2,"Manhattan","Seaport","10038","2015/3/10 2:51",44.1,"N/A",""
"5950","B02598",22,2015,3,10,3,"Manhattan","East Village","10009","2015/3/10 3:51",43,"N/A",""
"5951","B02598",41,2015,3,10,4,"Manhattan","Union Sq","10003","2015/3/10 4:51",42.1,"N/A",""
"5952","B02598",78,2015,3,10,5,"Queens","JFK Airport","11430","2015/3/10 5:51",41,"N/A",""
"5953","B02598",163,2015,3,10,6,"Queens","Briarwood/Jamaica Hills","11415","2015/3/10 6:51",41,"N/A",""
"5954","B02598",334,2015,3,10,7,"Manhattan","Gramercy","10017","2015/3/10 7:51",45,"N/A",""
"5955","B02598",426,2015,3,10,8,"Manhattan","Upper West Side South","10024","2015/3/10 8:51",48,"N/A",""
"5956","B02598",379,2015,3,10,9,"Manhattan","Greenwich Village South","10014","2015/3/10 9:51",48,"N/A",""
"5957","B02598",252,2015,3,10,10,"Manhattan","Yorkville East","10028","2015/3/10 10:51",51.1,"N/A",""
"5958","B02598",230,2015,3,10,11,"Bronx","Highbridge","10452","2015/3/10 11:51",52,"N/A",""
"5959","B02598",239,2015,3,10,12,"Manhattan","East Village","10009","2015/3/10 12:51",52,"N/A",""
"5960","B02598",206,2015,3,10,13,"Manhattan","Midtown South","10036","2015/3/10 13:51",52,"N/A",""
"5961","B02598",287,2015,3,10,14,"Manhattan","Central Park","10019","2015/3/10 14:51",52,"N/A",""
"5962","B02598",318,2015,3,10,15,"Manhattan","East Harlem North","10029","2015/3/10 15:51",50,"0","Rain"
"5963","B02598",952,2015,3,10,16,"Manhattan","UN/Turtle Bay South","10017","2015/3/10 16:51",48,"0.04","Rain"
"5964","B02598",1833,2015,3,10,17,"Brooklyn","Bedford","11216","2015/3/10 17:10",48,"0.02","Rain"
"5965","B02598",1438,2015,3,10,18,"Manhattan","Union Sq","10003","2015/3/10 18:51",45,"0.04","Rain"
"5966","B02598",3252,2015,3,10,19,"Manhattan","Union Sq","10003","2015/3/10 19:19",45,"0.04","Rain"
"5967","B02598",1458,2015,3,10,20,"Manhattan","Little Italy/NoLiTa","10012","2015/3/10 20:51",44.1,"0.08","Rain"
"5968","B02598",1404,2015,3,10,21,"Manhattan","East Chelsea","10011","2015/3/10 21:51",44.1,"0.09","Rain"
"5969","B02598",2440,2015,3,10,22,"Manhattan","Penn Station/Madison Sq West","10001","2015/3/10 22:15",45,"0.03","Rain"
"5970","B02598",778,2015,3,10,23,"Queens","Elmhurst","11373","2015/3/10 23:51",46.9,"0.03",""
"5971","B02598",621,2015,3,11,0,"Brooklyn","Park Slope","11215","2015/3/11 0:16",46.9,"0","Rain"
"5972","B02598",234,2015,3,11,1,"Manhattan","Lower East Side","10002","2015/3/11 1:51",45,"N/A",""
"5973","B02598",235,2015,3,11,2,"Manhattan","Central Harlem","10035","2015/3/11 2:51",45,"N/A",""
"5974","B02598",64,2015,3,11,3,"Brooklyn","Williamsburg (North Side)","11249","2015/3/11 3:51",45,"N/A",""
"5975","B02598",58,2015,3,11,4,"Queens","Murray Hill-Queens","11358","2015/3/11 4:51",45,"N/A",""
"5976","B02598",97,2015,3,11,5,"Manhattan","TriBeCa/Civic Center","11201","2015/3/11 5:51",45,"N/A",""
"5977","B02598",164,2015,3,11,6,"Manhattan","Lincoln Square West","10023","2015/3/11 6:51",45,"N/A",""
"5978","B02598",310,2015,3,11,7,"Manhattan","Kips Bay","10016","2015/3/11 7:51",46,"N/A",""
"5979","B02598",904,2015,3,11,8,"Manhattan","Upper East Side South","10075","2015/3/11 8:51",46.9,"N/A",""
"5980","B02598",395,2015,3,11,9,"Brooklyn","Williamsburg (South Side)","11211","2015/3/11 9:51",48.9,"N/A",""
"5981","B02598",311,2015,3,11,10,"Manhattan","East Village","10009","2015/3/11 10:51",51.1,"N/A",""
"5982","B02598",267,2015,3,11,11,"Manhattan","UN/Turtle Bay South","10017","2015/3/11 11:51",52,"N/A",""
"5983","B02598",267,2015,3,11,12,"Queens","JFK Airport","11430","2015/3/11 12:51",54,"N/A",""
"5984","B02598",266,2015,3,11,13,"Manhattan","Clinton West","10019","2015/3/11 13:51",55.9,"N/A",""
"5985","B02598",291,2015,3,11,14,"Manhattan","Upper East Side South","10075","2015/3/11 14:51",59,"N/A",""
"5986","B02598",349,2015,3,11,15,"Manhattan","Midtown East","10022","2015/3/11 15:51",57.9,"N/A",""
"5987","B02598",433,2015,3,11,16,"Manhattan","Clinton East","10019","2015/3/11 16:51",57.9,"N/A",""
"5988","B02598",519,2015,3,11,17,"Queens","JFK Airport","11430","2015/3/11 17:51",57,"N/A",""
"5989","B02598",586,2015,3,11,18,"Manhattan","Upper West Side North","10024","2015/3/11 18:51",55,"N/A",""
"5990","B02598",606,2015,3,11,19,"Brooklyn","Brooklyn Heights","11201","2015/3/11 19:51",54,"N/A",""
"5991","B02598",515,2015,3,11,20,"Manhattan","Midtown North","10036","2015/3/11 20:51",51.1,"N/A",""
"5992","B02598",533,2015,3,11,21,"Manhattan","Midtown East","10022","2015/3/11 21:51",50,"N/A",""
"5993","B02598",485,2015,3,11,22,"Manhattan","West Village","10014","2015/3/11 22:51",48.9,"N/A",""
"5994","B02598",349,2015,3,11,23,"Queens","Old Astoria","11378","2015/3/11 23:51",46.9,"N/A",""
"5995","B02598",204,2015,3,12,0,"Manhattan","Times Sq/Theatre District","10036","2015/3/12 0:51",46,"N/A",""
"5996","B02598",111,2015,3,12,1,"Manhattan","Midtown Center","10176","2015/3/12 1:51",45,"N/A",""
"5997","B02598",67,2015,3,12,2,"Manhattan","Midtown South","10036","2015/3/12 2:51",44.1,"N/A",""
"5998","B02598",46,2015,3,12,3,"Brooklyn","Park Slope","11215","2015/3/12 3:51",43,"N/A",""
"5999","B02598",85,2015,3,12,4,"Manhattan","Union Sq","10003","2015/3/12 4:51",42.1,"N/A",""
"6000","B02598",105,2015,3,12,5,"Brooklyn","East Williamsburg","11211","2015/3/12 5:51",42.1,"N/A",""
"6001","B02598",175,2015,3,12,6,"Manhattan","Murray Hill","10016","2015/3/12 6:51",39.9,"N/A",""
"6002","B02598",319,2015,3,12,7,"Manhattan","East Village","10009","2015/3/12 7:51",41,"N/A",""
"6003","B02598",492,2015,3,12,8,"Manhattan","Midtown South","10036","2015/3/12 8:51",41,"N/A",""
"6004","B02598",428,2015,3,12,9,"Manhattan","Clinton East","10019","2015/3/12 9:51",42.1,"N/A",""
"6005","B02598",301,2015,3,12,10,"Brooklyn","Stuyvesant Heights","11221","2015/3/12 10:51",44.1,"N/A",""
"6006","B02598",288,2015,3,12,11,"Manhattan","Garment District","10018","2015/3/12 11:51",45,"N/A",""
"6007","B02598",299,2015,3,12,12,"Brooklyn","Williamsburg (North Side)","11249","2015/3/12 12:51",46,"N/A",""
"6008","B02598",284,2015,3,12,13,"Manhattan","Union Sq","10003","2015/3/12 13:51",46,"N/A",""
"6009","B02598",328,2015,3,12,14,"Queens","Baisley Park","11434","2015/3/12 14:51",46,"N/A",""
"6010","B02598",373,2015,3,12,15,"Manhattan","Murray Hill","10016","2015/3/12 15:51",46,"N/A",""
"6011","B02598",471,2015,3,12,16,"Manhattan","Midtown South","10036","2015/3/12 16:51",46,"N/A",""
"6012","B02598",573,2015,3,12,17,"Manhattan","Stuy Town/Peter Cooper Village","10009","2015/3/12 17:51",44.1,"N/A",""
"6013","B02598",672,2015,3,12,18,"Brooklyn","Bensonhurst East","11214","2015/3/12 18:51",43,"N/A",""
"6014","B02598",720,2015,3,12,19,"Manhattan","Meatpacking/West Village West","10013","2015/3/12 19:51",41,"N/A",""
"6015","B02598",621,2015,3,12,20,"Manhattan","Times Sq/Theatre District","10036","2015/3/12 20:51",39.9,"N/A",""
"6016","B02598",660,2015,3,12,21,"Manhattan","Midtown East","10022","2015/3/12 21:51",39,"N/A",""
"6017","B02598",658,2015,3,12,22,"Manhattan","SoHo","10013","2015/3/12 22:51",37.9,"N/A",""
"6018","B02598",551,2015,3,12,23,"Brooklyn","Gowanus","11215","2015/3/12 23:51",36,"N/A",""
"6019","B02598",346,2015,3,13,0,"Manhattan","Clinton West","10019","2015/3/13 0:51",36,"N/A",""
"6020","B02598",184,2015,3,13,1,"Manhattan","Lincoln Square East","10023","2015/3/13 1:51",35.1,"N/A",""
"6021","B02598",91,2015,3,13,2,"Brooklyn","Bushwick North","11221","2015/3/13 2:51",34,"N/A",""
"6022","B02598",60,2015,3,13,3,"Manhattan","Lincoln Square East","10023","2015/3/13 3:51",33.1,"N/A",""
"6023","B02598",99,2015,3,13,4,"Manhattan","Upper West Side South","10024","2015/3/13 4:51",32,"N/A",""
"6024","B02598",105,2015,3,13,5,"Manhattan","SoHo","10013","2015/3/13 5:51",32,"N/A",""
"6025","B02598",157,2015,3,13,6,"Manhattan","Lower East Side","10002","2015/3/13 6:51",32,"N/A",""
"6026","B02598",316,2015,3,13,7,"Manhattan","TriBeCa/Civic Center","11201","2015/3/13 7:51",35.1,"N/A",""
"6027","B02598",427,2015,3,13,8,"Brooklyn","Bedford","11216","2015/3/13 8:51",37,"N/A",""
"6028","B02598",423,2015,3,13,9,"Brooklyn","Fort Greene","11205","2015/3/13 9:51",37.9,"N/A",""
"6029","B02598",302,2015,3,13,10,"Manhattan","Greenwich Village South","10014","2015/3/13 10:51",41,"N/A",""
"6030","B02598",264,2015,3,13,11,"Manhattan","West Chelsea/Hudson Yards","10014","2015/3/13 11:51",42.1,"N/A",""
"6031","B02598",272,2015,3,13,12,"Manhattan","Upper East Side North","10075","2015/3/13 12:51",41,"N/A",""
"6032","B02598",243,2015,3,13,13,"Manhattan","Midtown South","10036","2015/3/13 13:51",41,"N/A",""
"6033","B02598",328,2015,3,13,14,"Manhattan","Battery Park City","10080","2015/3/13 14:51",42.1,"N/A",""
"6034","B02598",426,2015,3,13,15,"Manhattan","Midtown East","10022","2015/3/13 15:51",41,"N/A",""
"6035","B02598",460,2015,3,13,16,"Manhattan","East Village","10009","2015/3/13 16:51",39,"N/A",""
"6036","B02598",535,2015,3,13,17,"Brooklyn","Flatbush/Ditmas Park","11226","2015/3/13 17:51",39,"N/A",""
"6037","B02598",651,2015,3,13,18,"Manhattan","Penn Station/Madison Sq West","10001","2015/3/13 18:51",39,"N/A",""
"6038","B02598",738,2015,3,13,19,"Brooklyn","Erasmus","11226","2015/3/13 19:51",39.9,"N/A",""
"6039","B02598",660,2015,3,13,20,"Manhattan","Lincoln Square West","10023","2015/3/13 20:51",39.9,"N/A",""
"6040","B02598",575,2015,3,13,21,"Manhattan","Garment District","10018","2015/3/13 21:51",39.9,"N/A",""
"6041","B02598",579,2015,3,13,22,"Manhattan","Times Sq/Theatre District","10036","2015/3/13 22:51",42.1,"N/A",""
"6042","B02598",596,2015,3,13,23,"Brooklyn","Carroll Gardens","11231","2015/3/13 23:51",42.1,"N/A",""
"6043","B02598",474,2015,3,14,0,"Manhattan","Union Sq","10003","2015/3/14 0:51",42.1,"N/A",""
"6044","B02598",702,2015,3,14,1,"Manhattan","Union Sq","10003","2015/3/14 1:51",42.1,"N/A",""
"6045","B02598",202,2015,3,14,2,"Manhattan","Midtown South","10036","2015/3/14 2:51",41,"0","Rain"
"6046","B02598",296,2015,3,14,3,"Manhattan","Inwood","10034","2015/3/14 3:51",41,"0.04","Rain"
"6047","B02598",131,2015,3,14,4,"Manhattan","East Village","10009","2015/3/14 4:51",39.9,"0.06","Rain"
"6048","B02598",106,2015,3,14,5,"Manhattan","Upper East Side North","10075","2015/3/14 5:51",42.1,"0.07","Rain"
