"","Dispatching_base_num","numOutput","year","month","day","Borough","Zone","ZipCode","Date","TemperatureF","Preci","Events","workDay"
"747","B02764",34745,2015,1,23,"Manhattan","Union Sq","10003","2015/1/23",34,"0","",1
"748","B02764",40325,2015,1,24,"Manhattan","Upper West Side South","10024","2015/1/24",36,"0.72","Fog-Rain-Snow",0
"749","B02764",28980,2015,1,25,"Queens","Flushing","11354","2015/1/25",37,"0","",0
"750","B02764",20553,2015,1,26,"Brooklyn","Park Slope","11215","2015/1/26",27,"0.48","Fog-Snow",1
"751","B02764",12455,2015,1,27,"Brooklyn","Brooklyn Navy Yard","11205","2015/1/27",25,"0.36","Fog-Snow",1
"752","B02764",29084,2015,1,28,"Manhattan","Lenox Hill West","10065","2015/1/28",25,"0","",1
"753","B02764",32673,2015,1,29,"Manhattan","Flatiron","10010","2015/1/29",28,"0.02","Snow",1
"754","B02764",40445,2015,1,30,"Manhattan","Stuy Town/Peter Cooper Village","10009","2015/1/30",29,"0.06","Snow",1
"755","B02764",45866,2015,1,31,"Manhattan","Upper East Side South","10075","2015/1/31",20,"0","",0
"756","B02764",38656,2015,2,1,"Manhattan","East Village","10009","2015/2/1",28,"0.03","Snow",0
"757","B02764",31691,2015,2,2,"Brooklyn","Stuyvesant Heights","11221","2015/2/2",24,"1.02","Fog-Rain-Snow",1
"758","B02764",32542,2015,2,3,"Manhattan","TriBeCa/Civic Center","11201","2015/2/3",20,"0","",1
"759","B02764",30974,2015,2,4,"Brooklyn","Flatlands","11234","2015/2/4",34,"0","",1
"760","B02764",36995,2015,2,5,"Manhattan","SoHo","10013","2015/2/5",28,"0","",1
"761","B02764",39846,2015,2,6,"Manhattan","Garment District","10018","2015/2/6",20,"0","",1
"762","B02764",39699,2015,2,7,"Manhattan","Little Italy/NoLiTa","10012","2015/2/7",33,"0.02","Snow",0
"763","B02764",30596,2015,2,8,"Queens","Woodside","11377","2015/2/8",33,"0","",0
"764","B02764",29172,2015,2,9,"Brooklyn","Canarsie","11236","2015/2/9",27,"0.09","",1
"765","B02764",30079,2015,2,10,"Manhattan","Times Sq/Theatre District","10036","2015/2/10",33,"0.01","Snow",1
"766","B02764",32730,2015,2,11,"Manhattan","Greenwich Village North","10014","2015/2/11",28,"0","",1
"767","B02764",37781,2015,2,12,"Manhattan","Midtown Center","10176","2015/2/12",28,"T","Snow",1
"768","B02764",44958,2015,2,13,"Manhattan","Upper East Side North","10075","2015/2/13",15,"0","",1
"769","B02764",47259,2015,2,14,"Manhattan","West Chelsea/Hudson Yards","10014","2015/2/14",24,"0.02","Snow",0
"770","B02764",42487,2015,2,15,"Manhattan","Lenox Hill East","10065","2015/2/15",15,"T","Snow",0
"771","B02764",34540,2015,2,16,"Manhattan","Union Sq","10003","2015/2/16",12,"0","",1
"772","B02764",33387,2015,2,17,"Queens","JFK Airport","11430","2015/2/17",21,"0.14","Snow",1
"773","B02764",33222,2015,2,18,"Manhattan","Union Sq","10003","2015/2/18",26,"T","Snow",1
"774","B02764",40229,2015,2,19,"Manhattan","Midtown Center","10176","2015/2/19",18,"0","",1
"775","B02764",46018,2015,2,20,"Manhattan","Upper West Side South","10024","2015/2/20",11,"0","",1
"776","B02764",45499,2015,2,21,"Manhattan","West Village","10014","2015/2/21",23,"0.61","Fog-Rain-Snow",0
"777","B02764",31005,2015,2,22,"Brooklyn","Downtown Brooklyn/MetroTech","11201","2015/2/22",38,"0.1","Rain-Snow",0
"778","B02764",32010,2015,2,23,"Queens","Astoria","11102","2015/2/23",23,"0","",1
"779","B02764",35692,2015,2,24,"Manhattan","Upper West Side South","10024","2015/2/24",14,"0","",1
"780","B02764",32780,2015,2,25,"Manhattan","World Trade Center","10006","2015/2/25",29,"0","",1
"781","B02764",36931,2015,2,26,"Manhattan","Lower East Side","10002","2015/2/26",27,"0","",1
"782","B02764",39703,2015,2,27,"Manhattan","TriBeCa/Civic Center","11201","2015/2/27",24,"0","",1
"783","B02764",40849,2015,2,28,"Manhattan","Battery Park City","10080","2015/2/28",21,"0","",0
"784","B02764",31783,2015,3,1,"Queens","JFK Airport","11430","2015/3/1",28,"0.52","Fog-Snow",0
"785","B02764",24519,2015,3,2,"Manhattan","Financial District North","10005","2015/3/2",33,"0","",1
"786","B02764",31937,2015,3,3,"Manhattan","TriBeCa/Civic Center","11201","2015/3/3",30,"0.67","Rain-Snow",1
"787","B02764",30607,2015,3,4,"Manhattan","East Chelsea","10011","2015/3/4",40,"0.25","Rain",1
"788","B02764",33113,2015,3,5,"Brooklyn","Bushwick North","11221","2015/3/5",30,"0.76","Fog-Rain-Snow",1
"789","B02764",35454,2015,3,6,"Brooklyn","Bushwick North","11221","2015/3/6",20,"0","",1
"790","B02764",35934,2015,3,7,"Manhattan","Midtown South","10036","2015/3/7",28,"0","",0
"791","B02764",27364,2015,3,8,"Manhattan","Clinton West","10019","2015/3/8",43,"0","",0
"792","B02764",22761,2015,3,9,"Manhattan","Hamilton Heights","10031","2015/3/9",47,"0.01","Rain",1
"793","B02764",30384,2015,3,10,"Brooklyn","Clinton Hill","11238","2015/3/10",46,"0.46","Rain",1
"794","B02764",27364,2015,3,11,"Manhattan","Garment District","10018","2015/3/11",52,"0.01","Rain",1
"795","B02764",31188,2015,3,12,"Brooklyn","Homecrest","11229","2015/3/12",42,"0","",1
"796","B02764",33756,2015,3,13,"Manhattan","East Village","10009","2015/3/13",37,"0","",1
"797","B02764",39040,2015,3,14,"Manhattan","Gramercy","10017","2015/3/14",46,"0.81","Rain",0
"798","B02764",27513,2015,3,15,"Brooklyn","Crown Heights South","11213","2015/3/15",40,"0","",0
"799","B02764",23077,2015,3,16,"Manhattan","Garment District","10018","2015/3/16",44,"0","",1
"800","B02764",26846,2015,3,17,"Manhattan","East Chelsea","10011","2015/3/17",46,"0.02","Rain",1
"801","B02764",29614,2015,3,18,"Manhattan","Stuy Town/Peter Cooper Village","10009","2015/3/18",34,"0","",1
"802","B02764",31437,2015,3,19,"Manhattan","Times Sq/Theatre District","10036","2015/3/19",36,"0","",1
"803","B02764",40040,2015,3,20,"Manhattan","Union Sq","10003","2015/3/20",34,"0.4","Fog-Snow",1
"804","B02764",34352,2015,3,21,"Manhattan","Washington Heights North","10032","2015/3/21",38,"T","",0
"805","B02764",30318,2015,3,22,"Queens","LaGuardia Airport","11371","2015/3/22",36,"0","",0
"806","B02764",25033,2015,3,23,"Manhattan","Midtown East","10022","2015/3/23",31,"0","",1
"807","B02764",27155,2015,3,24,"Manhattan","Two Bridges/Seward Park","10002","2015/3/24",36,"0","",1
"808","B02764",30528,2015,3,25,"Manhattan","Murray Hill","10016","2015/3/25",42,"0.05","Rain",1
"809","B02764",32309,2015,3,26,"Manhattan","TriBeCa/Civic Center","11201","2015/3/26",52,"0.32","Rain",1
"810","B02764",35834,2015,3,27,"Manhattan","West Village","10014","2015/3/27",43,"0.27","Rain",1
"811","B02764",39464,2015,3,28,"Manhattan","Clinton East","10019","2015/3/28",33,"T","Snow",0
"812","B02764",32403,2015,3,29,"Queens","Woodside","11377","2015/3/29",36,"0","",0
"813","B02764",26030,2015,3,30,"Manhattan","Midtown Center","10176","2015/3/30",45,"T","Snow",1
"814","B02764",32611,2015,3,31,"Manhattan","Midtown East","10022","2015/3/31",41,"0.17","Rain",1
"815","B02764",28273,2015,4,1,"Manhattan","Union Sq","10003","2015/4/1",42,"0","",1
"816","B02764",30064,2015,4,2,"Manhattan","Midtown Center","10176","2015/4/2",54,"0","",1
"817","B02764",32076,2015,4,3,"Manhattan","East Chelsea","10011","2015/4/3",62,"0.04","Rain",1
"818","B02764",29081,2015,4,4,"Manhattan","East Harlem South","10029","2015/4/4",51,"0.01","Rain",0
"819","B02764",24542,2015,4,5,"Manhattan","Murray Hill","10016","2015/4/5",52,"0","",0
"820","B02764",22038,2015,4,6,"Manhattan","Meatpacking/West Village West","10013","2015/4/6",53,"0","",1
"821","B02764",28295,2015,4,7,"Manhattan","Yorkville East","10028","2015/4/7",52,"0.15","Rain",1
"822","B02764",29273,2015,4,8,"Manhattan","Union Sq","10003","2015/4/8",41,"0","",1
"823","B02764",31522,2015,4,9,"Manhattan","UN/Turtle Bay South","10017","2015/4/9",40,"0","",1
"824","B02764",33486,2015,4,10,"Manhattan","West Chelsea/Hudson Yards","10014","2015/4/10",48,"0.17","Rain",1
"825","B02764",33763,2015,4,11,"Manhattan","Central Park","10019","2015/4/11",51,"0","",0
"826","B02764",28310,2015,4,12,"Manhattan","Yorkville West","10028","2015/4/12",55,"0","",0
"827","B02764",22810,2015,4,13,"Manhattan","East Village","10009","2015/4/13",59,"0","",1
"828","B02764",25332,2015,4,14,"Manhattan","Washington Heights North","10032","2015/4/14",60,"0.01","",1
"829","B02764",26650,2015,4,15,"Manhattan","East Village","10009","2015/4/15",62,"0","",1
"830","B02764",31129,2015,4,16,"Manhattan","Manhattan Valley","10025","2015/4/16",58,"0","",1
"831","B02764",33198,2015,4,17,"Manhattan","Greenwich Village South","10014","2015/4/17",63,"0.08","Rain",1
"832","B02764",38314,2015,4,18,"Brooklyn","Crown Heights North","11213","2015/4/18",70,"0","",0
"833","B02764",32263,2015,4,19,"Manhattan","East Chelsea","10011","2015/4/19",56,"0","",0
"834","B02764",30662,2015,4,20,"Manhattan","Murray Hill","10016","2015/4/20",52,"1.37","Fog-Rain",1
"835","B02764",27421,2015,4,21,"Manhattan","West Village","10014","2015/4/21",59,"0.2","Rain",1
"836","B02764",32010,2015,4,22,"Manhattan","TriBeCa/Civic Center","11201","2015/4/22",59,"0.05","Rain",1
"837","B02764",35899,2015,4,23,"Manhattan","Clinton East","10019","2015/4/23",47,"0","",1
"838","B02764",39026,2015,4,24,"Manhattan","Union Sq","10003","2015/4/24",46,"0","",1
"839","B02764",43169,2015,4,25,"Manhattan","Meatpacking/West Village West","10013","2015/4/25",50,"0","",0
"840","B02764",36443,2015,4,26,"Manhattan","Midtown South","10036","2015/4/26",55,"0","",0
"841","B02764",25395,2015,4,27,"Manhattan","Financial District North","10005","2015/4/27",56,"0","",1
"842","B02764",27115,2015,4,28,"Manhattan","Murray Hill","10016","2015/4/28",61,"0","",1
"843","B02764",29325,2015,4,29,"Manhattan","East Chelsea","10011","2015/4/29",64,"0","",1
"844","B02764",32672,2015,4,30,"Manhattan","Two Bridges/Seward Park","10002","2015/4/30",58,"0","",1
"845","B02764",34478,2015,5,1,"Brooklyn","Carroll Gardens","11231","2015/5/1",56,"0","",1
"846","B02764",40140,2015,5,2,"Brooklyn","Brooklyn Heights","11201","2015/5/2",61,"0","",0
"847","B02764",30941,2015,5,3,"Manhattan","West Chelsea/Hudson Yards","10014","2015/5/3",66,"0","",0
"848","B02764",24155,2015,5,4,"Brooklyn","Greenpoint","11222","2015/5/4",71,"0","",1
"849","B02764",27934,2015,5,5,"Queens","JFK Airport","11430","2015/5/5",76,"0","",1
"850","B02764",29134,2015,5,6,"Brooklyn","Ocean Hill","11230","2015/5/6",66,"T","",1
"851","B02764",31437,2015,5,7,"Manhattan","Greenwich Village North","10014","2015/5/7",68,"0","",1
"852","B02764",32980,2015,5,8,"Manhattan","West Chelsea/Hudson Yards","10014","2015/5/8",69,"0","",1
"853","B02764",36157,2015,5,9,"Queens","Kew Gardens Hills","11367","2015/5/9",64,"0","",0
"854","B02764",29612,2015,5,10,"Manhattan","East Village","10009","2015/5/10",72,"0","",0
"855","B02764",25004,2015,5,11,"Brooklyn","Borough Park","11219","2015/5/11",77,"T","Rain",1
"856","B02764",28203,2015,5,12,"Manhattan","Union Sq","10003","2015/5/12",75,"0","",1
"857","B02764",30024,2015,5,13,"Manhattan","West Village","10014","2015/5/13",62,"0","",1
"858","B02764",33373,2015,5,14,"Manhattan","Lower East Side","10002","2015/5/14",62,"0","",1
"859","B02764",35824,2015,5,15,"Manhattan","Kips Bay","10016","2015/5/15",65,"0","",1
"860","B02764",44338,2015,5,16,"Manhattan","Flatiron","10010","2015/5/16",66,"0.3","Rain",0
"861","B02764",34394,2015,5,17,"Manhattan","Upper East Side South","10075","2015/5/17",74,"0.02","Rain",0
"862","B02764",27165,2015,5,18,"Manhattan","Clinton East","10019","2015/5/18",68,"0","",1
"863","B02764",30286,2015,5,19,"Manhattan","Greenwich Village South","10014","2015/5/19",70,"T","Rain",1
"864","B02764",32211,2015,5,20,"Brooklyn","Greenpoint","11222","2015/5/20",61,"0","",1
"865","B02764",33646,2015,5,21,"Manhattan","TriBeCa/Civic Center","11201","2015/5/21",57,"0","",1
"866","B02764",30753,2015,5,22,"Manhattan","Upper East Side North","10075","2015/5/22",65,"0","",1
"867","B02764",27597,2015,5,23,"Manhattan","West Village","10014","2015/5/23",60,"0","",0
"868","B02764",24420,2015,5,24,"Manhattan","West Village","10014","2015/5/24",69,"0","",0
"869","B02764",21159,2015,5,25,"Bronx","East Concourse/Concourse Village","10451","2015/5/25",75,"0","",1
"870","B02764",25809,2015,5,26,"Manhattan","Midtown Center","10176","2015/5/26",78,"0","",1
"871","B02764",30445,2015,5,27,"Manhattan","Washington Heights North","10032","2015/5/27",78,"0.08","Rain",1
"872","B02764",32603,2015,5,28,"Manhattan","Murray Hill","10016","2015/5/28",78,"0","",1
"873","B02764",33577,2015,5,29,"Manhattan","TriBeCa/Civic Center","11201","2015/5/29",75,"0","",1
"874","B02764",36753,2015,5,30,"Manhattan","West Village","10014","2015/5/30",76,"0","",0
"875","B02764",34178,2015,5,31,"Unknown","Unknown","N/A","2015/5/31",72,"1.46","Fog-Rain",0
"876","B02764",32210,2015,6,1,"Manhattan","TriBeCa/Civic Center","11201","2015/6/1",55,"0.72","Rain",1
"877","B02764",33107,2015,6,2,"Brooklyn","Downtown Brooklyn/MetroTech","11201","2015/6/2",53,"0.37","Rain",1
"878","B02764",29417,2015,6,3,"Manhattan","Lenox Hill East","10065","2015/6/3",61,"0","",1
"879","B02764",32305,2015,6,4,"Manhattan","Hudson Sq","10013","2015/6/4",60,"0","",1
"880","B02764",34724,2015,6,5,"Manhattan","Yorkville West","10028","2015/6/5",63,"0.13","Rain",1
"881","B02764",34844,2015,6,6,"Manhattan","Midtown Center","10176","2015/6/6",68,"0.19","Rain",0
"882","B02764",30956,2015,6,7,"Manhattan","East Harlem North","10029","2015/6/7",65,"0","",0
"883","B02764",25793,2015,6,8,"Manhattan","Washington Heights North","10032","2015/6/8",71,"0.06","Rain",1
"884","B02764",27533,2015,6,9,"Manhattan","Little Italy/NoLiTa","10012","2015/6/9",76,"0.01","Rain",1
"885","B02764",28936,2015,6,10,"Manhattan","Alphabet City","10009","2015/6/10",74,"0","",1
"886","B02764",33617,2015,6,11,"Manhattan","Clinton East","10019","2015/6/11",81,"0","",1
"887","B02764",34346,2015,6,12,"Bronx","Pelham Parkway","10462","2015/6/12",81,"0","",1
"888","B02764",33615,2015,6,13,"Manhattan","UN/Turtle Bay South","10017","2015/6/13",79,"0","",0
"889","B02764",30968,2015,6,14,"Queens","JFK Airport","11430","2015/6/14",77,"0.36","Rain",0
"890","B02764",28509,2015,6,15,"Manhattan","Midtown Center","10176","2015/6/15",74,"0.57","Rain",1
"891","B02764",29472,2015,6,16,"Manhattan","Lower East Side","10002","2015/6/16",72,"0.27","Rain",1
"892","B02764",30523,2015,6,17,"Manhattan","East Village","10009","2015/6/17",74,"T","Rain",1
"893","B02764",32021,2015,6,18,"Queens","LaGuardia Airport","11371","2015/6/18",68,"0","",1
"894","B02764",33281,2015,6,19,"Manhattan","Upper West Side South","10024","2015/6/19",78,"0","",1
"895","B02764",33376,2015,6,20,"Manhattan","Midtown East","10022","2015/6/20",70,"T","Rain",0
"896","B02764",29872,2015,6,21,"Manhattan","Lincoln Square East","10023","2015/6/21",80,"0.64","Rain",0
"897","B02764",24489,2015,6,22,"Manhattan","Greenwich Village South","10014","2015/6/22",79,"0","",1
"898","B02764",29774,2015,6,23,"Manhattan","East Chelsea","10011","2015/6/23",83,"0.02","",1
"899","B02764",29191,2015,6,24,"Manhattan","TriBeCa/Civic Center","11201","2015/6/24",76,"0","",1
"900","B02764",32060,2015,6,25,"Brooklyn","East Williamsburg","11211","2015/6/25",74,"0","",1
"901","B02764",32050,2015,6,26,"Manhattan","Upper West Side North","10024","2015/6/26",75,"0","",1
"902","B02764",44842,2015,6,27,"Manhattan","Upper East Side North","10075","2015/6/27",65,"1.12","Rain",0
"903","B02764",30931,2015,6,28,"Manhattan","Clinton East","10019","2015/6/28",68,"0.29","Rain",0
"904","B02764",24020,2015,6,29,"Manhattan","Times Sq/Theatre District","10036","2015/6/29",70,"0","",1
"905","B02764",26980,2015,6,30,"Manhattan","East Chelsea","10011","2015/6/30",75,"0","",1
"906","B02765",3668,2015,1,1,"Brooklyn","Windsor Terrace","11218","2015/1/1",33,"0","",1
"907","B02765",1040,2015,1,2,"Brooklyn","Fort Greene","11205","2015/1/2",39,"0","",1
"908","B02765",1561,2015,1,3,"Manhattan","Flatiron","10010","2015/1/3",38,"0.71","Rain-Snow",0
"909","B02765",1018,2015,1,4,"Queens","Sunnyside","11104","2015/1/4",49,"0.3","Rain",0
"910","B02765",1131,2015,1,5,"Manhattan","West Village","10014","2015/1/5",35,"0","",1
"911","B02765",1377,2015,1,6,"Manhattan","Midtown North","10036","2015/1/6",21,"0.05","Snow",1
"912","B02765",1742,2015,1,7,"Manhattan","East Village","10009","2015/1/7",16,"0","",1
"913","B02765",1954,2015,1,8,"Brooklyn","Flatbush/Ditmas Park","11226","2015/1/8",15,"0","",1
"914","B02765",2096,2015,1,9,"Manhattan","East Chelsea","10011","2015/1/9",26,"0.07","Snow",1
"915","B02765",2248,2015,1,10,"Manhattan","Battery Park City","10080","2015/1/10",20,"0","",0
"916","B02765",1676,2015,1,11,"Manhattan","Clinton East","10019","2015/1/11",28,"0","",0
"917","B02765",1760,2015,1,12,"Manhattan","Midtown Center","10176","2015/1/12",37,"0.36","Rain",1
"918","B02765",1742,2015,1,13,"Manhattan","Upper East Side North","10075","2015/1/13",27,"0","",1
"919","B02765",1622,2015,1,14,"Queens","JFK Airport","11430","2015/1/14",24,"0","",1
"920","B02765",1821,2015,1,15,"Queens","Laurelton","11413","2015/1/15",30,"0","",1
"921","B02765",2146,2015,1,16,"Manhattan","Hudson Sq","10013","2015/1/16",32,"0","",1
"922","B02765",2190,2015,1,17,"Manhattan","Central Harlem","10035","2015/1/17",25,"0","",0
"923","B02765",2334,2015,1,18,"Manhattan","Upper East Side North","10075","2015/1/18",37,"2.1","Fog-Rain",0
"924","B02765",1587,2015,1,19,"Brooklyn","Manhattan Beach","11235","2015/1/19",39,"0","",1
"925","B02765",1653,2015,1,20,"Manhattan","West Village","10014","2015/1/20",36,"0","",1
"926","B02765",1820,2015,1,21,"Manhattan","Greenwich Village North","10014","2015/1/21",31,"0","",1
"927","B02765",2057,2015,1,22,"Manhattan","Midtown South","10036","2015/1/22",36,"0","",1
"928","B02765",2197,2015,1,23,"Manhattan","Lenox Hill East","10065","2015/1/23",34,"0","",1
"929","B02765",2426,2015,1,24,"Manhattan","Upper West Side South","10024","2015/1/24",36,"0.72","Fog-Rain-Snow",0
"930","B02765",1769,2015,1,25,"Manhattan","Meatpacking/West Village West","10013","2015/1/25",37,"0","",0
"931","B02765",1381,2015,1,26,"Queens","Murray Hill-Queens","11358","2015/1/26",27,"0.48","Fog-Snow",1
"932","B02765",938,2015,1,27,"Manhattan","TriBeCa/Civic Center","11201","2015/1/27",25,"0.36","Fog-Snow",1
"933","B02765",1924,2015,1,28,"Manhattan","Hudson Sq","10013","2015/1/28",25,"0","",1
"934","B02765",2098,2015,1,29,"Manhattan","Midtown North","10036","2015/1/29",28,"0.02","Snow",1
"935","B02765",2779,2015,1,30,"Manhattan","Meatpacking/West Village West","10013","2015/1/30",29,"0.06","Snow",1
"936","B02765",3318,2015,1,31,"Manhattan","Penn Station/Madison Sq West","10001","2015/1/31",20,"0","",0
"937","B02765",2646,2015,2,1,"Manhattan","Garment District","10018","2015/2/1",28,"0.03","Snow",0
"938","B02765",2619,2015,2,2,"Queens","Richmond Hill","11418","2015/2/2",24,"1.02","Fog-Rain-Snow",1
"939","B02765",2394,2015,2,3,"Manhattan","Union Sq","10003","2015/2/3",20,"0","",1
"940","B02765",2304,2015,2,4,"Manhattan","Lenox Hill East","10065","2015/2/4",34,"0","",1
"941","B02765",3014,2015,2,5,"Manhattan","Garment District","10018","2015/2/5",28,"0","",1
"942","B02765",3567,2015,2,6,"Manhattan","Penn Station/Madison Sq West","10001","2015/2/6",20,"0","",1
"943","B02765",3453,2015,2,7,"Manhattan","Lenox Hill East","10065","2015/2/7",33,"0.02","Snow",0
"944","B02765",2619,2015,2,8,"Brooklyn","Williamsburg (South Side)","11211","2015/2/8",33,"0","",0
"945","B02765",2870,2015,2,9,"Manhattan","Lower East Side","10002","2015/2/9",27,"0.09","",1
"946","B02765",3475,2015,2,10,"Queens","Astoria","11102","2015/2/10",33,"0.01","Snow",1
"947","B02765",3798,2015,2,11,"Queens","Rego Park","11374","2015/2/11",28,"0","",1
"948","B02765",4643,2015,2,12,"Manhattan","Midtown East","10022","2015/2/12",28,"T","Snow",1
"949","B02765",5924,2015,2,13,"Manhattan","Greenwich Village South","10014","2015/2/13",15,"0","",1
"950","B02765",6375,2015,2,14,"Manhattan","Hudson Sq","10013","2015/2/14",24,"0.02","Snow",0
"951","B02765",5469,2015,2,15,"Manhattan","Kips Bay","10016","2015/2/15",15,"T","Snow",0
"952","B02765",4947,2015,2,16,"Manhattan","UN/Turtle Bay South","10017","2015/2/16",12,"0","",1
"953","B02765",4907,2015,2,17,"Queens","Long Island City/Hunters Point","11101","2015/2/17",21,"0.14","Snow",1
"954","B02765",5097,2015,2,18,"Manhattan","Upper East Side South","10075","2015/2/18",26,"T","Snow",1
"955","B02765",6480,2015,2,19,"Manhattan","Midtown North","10036","2015/2/19",18,"0","",1
"956","B02765",7873,2015,2,20,"Manhattan","Greenwich Village North","10014","2015/2/20",11,"0","",1
"957","B02765",7745,2015,2,21,"Queens","Astoria","11102","2015/2/21",23,"0.61","Fog-Rain-Snow",0
"958","B02765",5059,2015,2,22,"Brooklyn","Boerum Hill","11217","2015/2/22",38,"0.1","Rain-Snow",0
"959","B02765",5873,2015,2,23,"Queens","JFK Airport","11430","2015/2/23",23,"0","",1
"960","B02765",6415,2015,2,24,"Manhattan","Midtown Center","10176","2015/2/24",14,"0","",1
"961","B02765",6247,2015,2,25,"Manhattan","Flatiron","10010","2015/2/25",29,"0","",1
"962","B02765",6820,2015,2,26,"Manhattan","Battery Park City","10080","2015/2/26",27,"0","",1
"963","B02765",7631,2015,2,27,"Manhattan","Midtown Center","10176","2015/2/27",24,"0","",1
"964","B02765",7851,2015,2,28,"Manhattan","TriBeCa/Civic Center","11201","2015/2/28",21,"0","",0
"965","B02765",6367,2015,3,1,"Brooklyn","Crown Heights North","11213","2015/3/1",28,"0.52","Fog-Snow",0
"966","B02765",5262,2015,3,2,"Brooklyn","Midwood","11230","2015/3/2",33,"0","",1
"967","B02765",7055,2015,3,3,"Manhattan","East Chelsea","10011","2015/3/3",30,"0.67","Rain-Snow",1
"968","B02765",6555,2015,3,4,"Manhattan","Flatiron","10010","2015/3/4",40,"0.25","Rain",1
"969","B02765",6801,2015,3,5,"Manhattan","East Chelsea","10011","2015/3/5",30,"0.76","Fog-Rain-Snow",1
"970","B02765",7529,2015,3,6,"Manhattan","East Village","10009","2015/3/6",20,"0","",1
"971","B02765",7701,2015,3,7,"Manhattan","Financial District South","10005","2015/3/7",28,"0","",0
"972","B02765",5621,2015,3,8,"Queens","Forest Hills","11375","2015/3/8",43,"0","",0
"973","B02765",5129,2015,3,9,"Queens","JFK Airport","11430","2015/3/9",47,"0.01","Rain",1
"974","B02765",6979,2015,3,10,"Brooklyn","Williamsburg (South Side)","11211","2015/3/10",46,"0.46","Rain",1
"975","B02765",6148,2015,3,11,"Manhattan","Greenwich Village South","10014","2015/3/11",52,"0.01","Rain",1
"976","B02765",6839,2015,3,12,"Brooklyn","Bushwick North","11221","2015/3/12",42,"0","",1
"977","B02765",7952,2015,3,13,"Manhattan","West Village","10014","2015/3/13",37,"0","",1
"978","B02765",9356,2015,3,14,"Manhattan","Murray Hill","10016","2015/3/14",46,"0.81","Rain",0
"979","B02765",6285,2015,3,15,"Brooklyn","Park Slope","11215","2015/3/15",40,"0","",0
"980","B02765",5539,2015,3,16,"Manhattan","East Village","10009","2015/3/16",44,"0","",1
"981","B02765",6082,2015,3,17,"Manhattan","Lenox Hill West","10065","2015/3/17",46,"0.02","Rain",1
"982","B02765",6633,2015,3,18,"Manhattan","Kips Bay","10016","2015/3/18",34,"0","",1
"983","B02765",7240,2015,3,19,"Manhattan","Lower East Side","10002","2015/3/19",36,"0","",1
"984","B02765",9558,2015,3,20,"Manhattan","East Chelsea","10011","2015/3/20",34,"0.4","Fog-Snow",1
"985","B02765",8408,2015,3,21,"Manhattan","Little Italy/NoLiTa","10012","2015/3/21",38,"T","",0
"986","B02765",6924,2015,3,22,"Queens","JFK Airport","11430","2015/3/22",36,"0","",0
"987","B02765",6049,2015,3,23,"Brooklyn","East Williamsburg","11211","2015/3/23",31,"0","",1
"988","B02765",6197,2015,3,24,"Brooklyn","East Williamsburg","11211","2015/3/24",36,"0","",1
"989","B02765",7262,2015,3,25,"Manhattan","Midtown South","10036","2015/3/25",42,"0.05","Rain",1
"990","B02765",7698,2015,3,26,"Brooklyn","Bensonhurst West","11214","2015/3/26",52,"0.32","Rain",1
"991","B02765",8540,2015,3,27,"Manhattan","Greenwich Village North","10014","2015/3/27",43,"0.27","Rain",1
"992","B02765",9598,2015,3,28,"Queens","Ridgewood","11385","2015/3/28",33,"T","Snow",0
"993","B02765",7696,2015,3,29,"Manhattan","Penn Station/Madison Sq West","10001","2015/3/29",36,"0","",0
"994","B02765",6369,2015,3,30,"Manhattan","Financial District North","10005","2015/3/30",45,"T","Snow",1
"995","B02765",7699,2015,3,31,"Queens","LaGuardia Airport","11371","2015/3/31",41,"0.17","Rain",1
"996","B02765",6983,2015,4,1,"Queens","Long Island City/Hunters Point","11101","2015/4/1",42,"0","",1
"997","B02765",7602,2015,4,2,"Manhattan","Greenwich Village South","10014","2015/4/2",54,"0","",1
"998","B02765",8012,2015,4,3,"Manhattan","East Harlem North","10029","2015/4/3",62,"0.04","Rain",1
"999","B02765",7368,2015,4,4,"Queens","Elmhurst","11373","2015/4/4",51,"0.01","Rain",0
"1000","B02765",6333,2015,4,5,"Brooklyn","East Williamsburg","11211","2015/4/5",52,"0","",0
"1001","B02765",5840,2015,4,6,"Manhattan","Lincoln Square West","10023","2015/4/6",53,"0","",1
"1002","B02765",7093,2015,4,7,"Manhattan","Alphabet City","10009","2015/4/7",52,"0.15","Rain",1
"1003","B02765",7676,2015,4,8,"Manhattan","Clinton East","10019","2015/4/8",41,"0","",1
"1004","B02765",7831,2015,4,9,"Manhattan","East Chelsea","10011","2015/4/9",40,"0","",1
"1005","B02765",8628,2015,4,10,"Manhattan","Midtown East","10022","2015/4/10",48,"0.17","Rain",1
"1006","B02765",8780,2015,4,11,"Manhattan","West Village","10014","2015/4/11",51,"0","",0
"1007","B02765",6817,2015,4,12,"Brooklyn","Borough Park","11219","2015/4/12",55,"0","",0
"1008","B02765",5978,2015,4,13,"Manhattan","Midtown East","10022","2015/4/13",59,"0","",1
"1009","B02765",6423,2015,4,14,"Manhattan","Midtown South","10036","2015/4/14",60,"0.01","",1
"1010","B02765",6571,2015,4,15,"Brooklyn","DUMBO/Vinegar Hill","11201","2015/4/15",62,"0","",1
"1011","B02765",8007,2015,4,16,"Manhattan","Midtown South","10036","2015/4/16",58,"0","",1
"1012","B02765",8710,2015,4,17,"Manhattan","TriBeCa/Civic Center","11201","2015/4/17",63,"0.08","Rain",1
